,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
4281,125869,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,14 Joice St,1.0,Sidewalk: Property side : Yard,Private,,12,Width 4ft,37.79131923,-122.4081736
4283,116387,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,88 Arkansas St,8.0,Sidewalk: Curb side : Cutout,Private,,11,3x3,37.76517554,-122.3988312
4285,238962,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1261 Shotwell St,5.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.74889402,-122.4147658
4286,37986,DPW Maintained,Maytenus boaria :: Mayten,584 Texas St,1.0,Sidewalk: Curb side : Cutout,Private,7/8/98 0:00,3,,37.75901928,-122.3953234
4288,18600,DPW Maintained,Olea europaea :: Olive Tree,500 Randolph St,1.0,Sidewalk: Curb side : Cutout,Private,12/2/92 0:00,6,3X3,37.71435471,-122.4673062
4289,676,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3323X 24th St,2.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.75213498,-122.4190271
4290,239470,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1154 Stanyan St,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.76325511,-122.4522293
4291,177338,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,79 Capistrano Ave,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.72909563,-122.4373999
4295,198497,DPW Maintained,Ulmus parvifolia :: Chinese Elm,950 Tennessee St,6.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.75964479,-122.3895224
4296,190581,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,450 South St,7.0,Sidewalk: Curb side : Cutout,Private,,3,Width 5ft,37.76894346,-122.3884573
4298,123515,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2744 Fulton St,2.0,Sidewalk: Curb side : Yard,Private,,11,Width 8ft,37.77402091,-122.4613929
4300,132881,DPW Maintained,Pittosporum undulatum :: Victorian Box,2620 Broderick St,6.0,Sidewalk: Property side : Yard,Private,,11,Width 4ft,37.79437465,-122.4433219
4301,13433,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2X Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,10,4x4,37.79446862,-122.3950336
4302,139877,DPW Maintained,Maytenus boaria :: Mayten,860 MCALLISTER ST,2.0,Sidewalk: Curb side : Cutout,Private,,15,Width 0ft,37.77942941,-122.4261358
4303,140975,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2360 O'Farrell St,7.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.78199227,-122.4432528
4304,21447,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2700X Sunset Blvd,7.0,Sidewalk: Curb side : Cutout,DPW,,12,10,37.73663555,-122.49416
4305,218899,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1236 09th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.76521272,-122.466312
4306,135480,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,100 Clay St,3.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.79547561,-122.397126
4312,15541,DPW Maintained,Pittosporum undulatum :: Victorian Box,2823 Mission St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.75188526,-122.4183142
4313,241757,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1387 Sanchez St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.74700594,-122.4291291
4316,258410,Undocumented,Lophostemon confertus :: Brisbane Box,1711 Powell St,1.0,Sidewalk: Curb side : Cutout,Private,1/11/21 7:13,3,3x3,37.80041175,-122.4110071
4317,131328,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3731 Fillmore St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.8049543,-122.4373216
4318,18402,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1001X Potrero Ave,9.0,Sidewalk: Property side : Cutout,Health Dept,,18,3x3,37.75561103,-122.4064245
4319,204193,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,132 Melrose Ave,5.0,Sidewalk: Property side : Yard,Private,,4,Width 10ft,37.73387684,-122.4454689
4320,220846,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,53 Peralta Ave,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.74780162,-122.4060707
4323,138711,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2681 BUSH ST,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.78593207,-122.441466
4325,224721,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',901 Treat Ave,2.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.75564893,-122.4132173
4328,198564,DPW Maintained,Ulmus parvifolia :: Chinese Elm,400 01st St,2.0,Sidewalk: Curb side : Yard,Private,,8,Width 6ft,37.78595298,-122.3927748
4329,103009,DPW Maintained,Maytenus boaria :: Mayten,1651X Balboa St,3.0,Sidewalk: Curb side : Cutout,Private,,6,3x3,37.77657931,-122.4766743
4332,25824,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1300X The Embarcadero,20.0,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.80608845,-122.4043754
4333,130328,DPW Maintained,Lophostemon confertus :: Brisbane Box,542 North Point St,5.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.80631521,-122.4163184
4334,66585,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,131 Paris St,1.0,Sidewalk: Curb side : Cutout,Private,4/15/91 0:00,7,,37.72654828,-122.4311697
4339,180042,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1900x Alemany Blvd,5.0,Median : Cutout,DPW,,3,Width 2ft,37.72137378,-122.4388043
4340,254950,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2799X San Jose Ave,2.0,Sidewalk: Curb side : Cutout,Private,10/5/18 14:34,3,3x3,37.71318875,-122.4533774
4341,248056,DPW Maintained,Prunus cerasifera :: Cherry Plum,17 Rutledge St,2.0,Side Yard : Yard,Private,,6,,37.74502185,-122.4057804
4348,86387,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1515 26th Ave,2.0,Sidewalk: Curb side : Cutout,DPW,12/20/06 0:00,3,3x3,37.75919181,-122.4844128
4349,218073,DPW Maintained,Prunus cerasifera :: Cherry Plum,208 San Leandro Way,2.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.73295078,-122.4687418
4350,78213,DPW Maintained,Olea europaea :: Olive Tree,718 Brussels St,1.0,Sidewalk: Curb side : Cutout,Private,,7,,37.72324455,-122.4040223
4353,139589,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1942 EDDY ST,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.78055636,-122.4396877
4356,4064,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3068 Cesar Chavez St,1.0,Sidewalk: Curb side : Cutout,DPW,4/1/95 0:00,3,3X3,37.74843089,-122.410865
4358,6634,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1495 Evans Ave,2.0,Sidewalk: Curb side : Cutout,DPW,1/2/16 8:44,3,3X3,37.74140402,-122.3858744
4359,239901,DPW Maintained,Pyrus calleryana :: Ornamental Pear,237 Precita Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.74747666,-122.415411
4362,5949,DPW Maintained,Pittosporum undulatum :: Victorian Box,1445 Eddy St,2.0,Sidewalk: Curb side : Cutout,Private,3/28/90 0:00,9,3x3,37.78148223,-122.4313979
4364,8879,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,4200 Geary Blvd,4.0,Median : Cutout,DPW,,6,M6,37.78109179,-122.4642645
4365,208803,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,25 Keystone Way,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.72625101,-122.4626864
4366,37187,Permitted Site,Magnolia grandiflora :: Southern Magnolia,140 07th St,6.0,Sidewalk: Curb side : Cutout,Private,6/8/98 0:00,2,,37.77862185,-122.4103233
4369,6802,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1381 Fairfax Ave,3.0,Sidewalk: Curb side : Cutout,DPW,,20,3x3,37.73987025,-122.3848417
4370,22072,DPW Maintained,Lophostemon confertus :: Brisbane Box,3095 03rd St,1.0,Sidewalk: Curb side : Cutout,DPW,2/5/15 15:15,3,3X3,37.75049336,-122.38745
4373,137555,DPW Maintained,Pittosporum undulatum :: Victorian Box,1167 PIERCE ST,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 0ft,37.78062667,-122.4356113
4374,135481,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,540 Market St,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.79008899,-122.4005404
4375,131467,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,300 Taylor St,4.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.78569205,-122.4112102
4376,195904,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1 Ardath Ct,5.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.73457414,-122.3825331
4377,89617,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3849X Anza St,2.0,Sidewalk: Curb side : Cutout,DPW,3/21/08 0:00,3,3x3,37.7778634,-122.4896981
4378,125099,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,3298 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,,23,Width 4ft,37.79006223,-122.4469338
4379,102016,Undocumented,Pittosporum undulatum :: Victorian Box,4321 21st St,2.0,Sidewalk: Curb side : Cutout,Private,,8,3x3,37.75531002,-122.4392723
4380,219735,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,351 Treat Ave,11.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.76466209,-122.4133173
4381,39854,DPW Maintained,Olea europaea :: Olive Tree,417-419 10th Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/17/14 0:00,3,,37.78036442,-122.4686076
4382,99945,DPW Maintained,Lophostemon confertus :: Brisbane Box,499X FOLSOM ST,1.0,Sidewalk: Curb side : Cutout,Private,1/27/15 0:00,3,3x3,37.78702539,-122.3936853
4383,113560,Undocumented,Metrosideros excelsa :: New Zealand Xmas Tree,138 ORD ST,1.0,Sidewalk: Curb side : Cutout,Private,,16,4x4,37.76146344,-122.4402564
4385,178545,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,66 Raymond Ave,4.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.71237958,-122.4045694
4386,9864,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1400X Gough St,2.0,Sidewalk: Curb side : Cutout,DPW,,17,3X3,37.78641473,-122.4248132
4387,117996,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,14 Shore View Ave,2.0,Sidewalk: Curb side : Yard,Private,,5,Width 4ft,37.78065563,-122.4970788
4388,196642,DPW Maintained,Pyrus calleryana :: Ornamental Pear,11 Shaw Aly,5.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.78881485,-122.3983461
4390,123514,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2744 Fulton St,1.0,Sidewalk: Curb side : Yard,Private,,15,Width 8ft,37.77403677,-122.4613312
4392,132719,DPW Maintained,Pittosporum undulatum :: Victorian Box,2899 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.79632897,-122.4404736
4394,201215,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,689 Folsom St,3.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.78394157,-122.3985702
4395,68219,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,263 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,9/27/93 0:00,4,,37.78315187,-122.4753663
4398,125221,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,1903 Broadway,5.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.794993,-122.4285209
4399,35780,Permitted Site,Lophostemon confertus :: Brisbane Box,3590X 17th St,3.0,Sidewalk: Curb side : Cutout,Private,12/21/98 0:00,10,3x3,37.76308987,-122.426091
4400,5237,Permitted Site,Pittosporum undulatum :: Victorian Box,1100 Divisadero St,5.0,Sidewalk: Curb side : Cutout,Private,12/6/07 0:00,3,3X3,37.78006462,-122.4386387
4401,159796,DPW Maintained,Lophostemon confertus :: Brisbane Box,2530 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,0,Width 0ft,37.71516346,-122.4464252
4402,10542,DPW Maintained,Lophostemon confertus :: Brisbane Box,152 Harbor Rd,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X4,37.73240712,-122.3782686
4403,128936,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,2618 Buchanan St,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.7944686,-122.4315057
4404,122153,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,307 15th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.78218883,-122.4741769
4405,5581,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1061 Dolores St,1.0,Sidewalk: Curb side : Cutout,Private,,18,3x3,37.75248918,-122.4250619
4409,208198,DPW Maintained,Lophostemon confertus :: Brisbane Box,155 San Benito Way,1.0,Sidewalk: Curb side : Yard,Private,,3,Width 6ft,37.7337606,-122.467007
4410,120712,DPW Maintained,Pittosporum undulatum :: Victorian Box,100 21st Ave,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.78577562,-122.4807679
4411,66814,DPW Maintained,Maytenus boaria :: Mayten,282 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/4/91 0:00,8,,37.7826768,-122.4794824
4412,131475,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,440 Polk St,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.78096182,-122.4186513
4413,66844,DPW Maintained,Prunus cerasifera :: Cherry Plum,234 Ewing Ter,1.0,Sidewalk: Curb side : Cutout,Private,11/15/91 0:00,4,,37.78009949,-122.4490142
4414,220785,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,157 Albion St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.76391278,-122.4226913
4416,113401,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1620 Polk St,1.0,Sidewalk: Curb side : Cutout,DPW,,4,3x3,37.79184318,-122.4208631
4417,139536,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,2139 O'Farrell St,1.0,Sidewalk: Curb side : Cutout,Private,,20,Width 0ft,37.7822623,-122.4402863
4420,124131,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3500x Geary Blvd,4.0,Median : Yard,DPW,,19,,37.78135434,-122.4569679
4421,5860,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,951 Eddy St,1.0,Sidewalk: Curb side : Cutout,DPW,9/16/93 0:00,12,4X4,37.78247732,-122.4235013
4425,201607,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,598 Innes Ave,2.0,Sidewalk: Curb side : Yard,Private,7/12/17 0:00,1,Width 3ft,37.72873964,-122.3698675
4426,110673,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1400 Pine St,5.0,Sidewalk: Curb side : Cutout,Private,,13,3x3,37.78983687,-122.4193149
4428,212502,DPW Maintained,Prunus cerasifera :: Cherry Plum,65 Sotelo Ave,4.0,Sidewalk: Curb side : Yard,Private,,3,Width 4ft,37.74953497,-122.4639941
4430,238060,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2x Montezuma St,1.0,Median : Cutout,DPW,,3,Width 3ft,37.74595002,-122.4176026
4433,288,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3355 19th Ave,4.0,Sidewalk: Curb side : Cutout,DPW,11/15/95 0:00,18,2,37.72857632,-122.4750225
4434,60883,DPW Maintained,Maytenus boaria :: Mayten,770 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,5/12/83 0:00,12,,37.80104709,-122.4124546
4436,234713,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,152 Henry St,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.76663992,-122.4345083
4437,18713,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,65X Roosevelt Way,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.76653814,-122.4376293
4438,196496,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,27 Boardman Pl,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 2ft,37.77480554,-122.4031257
4439,232559,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,665 Elizabeth St,10.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.75196534,-122.4353868
4440,134247,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1987 Washington St,4.0,Sidewalk: Curb side : Cutout,Private,,16,Width 4ft,37.7926487,-122.4256619
4445,98778,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3700X Buchanan St,6.0,Sidewalk: Curb side : Cutout,Private,,4,3x3,37.80452143,-122.4335063
4449,129043,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,306 Davis St,4.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.79578325,-122.3980245
4450,208362,DPW Maintained,Lophostemon confertus :: Brisbane Box,4988 19th Ave,2.0,Sidewalk: Curb side : Yard,Private,,8,Width 3ft,37.72838683,-122.4746061
4451,49345,DPW Maintained,Olea europaea :: Olive Tree,146 23rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,3/4/03 0:00,4,,37.78496151,-122.4828586
4453,27756,DPW Maintained,Lophostemon confertus :: Brisbane Box,1299 Cesar Chavez St,9.0,Sidewalk: Curb side : Cutout,DPW,3/23/06 0:00,3,3X3,37.75005051,-122.3904013
4454,195759,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,280 King St,24.0,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.77506714,-122.3959549
4457,86144,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1382 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/22/07 0:00,3,3x3,37.76180274,-122.4823031
4458,123409,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,475 03rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.77974481,-122.4610465
4461,242147,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,179 Douglass St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.76110822,-122.439322
4462,231655,DPW Maintained,Maytenus boaria :: Mayten,342 Moultrie St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.73985273,-122.4158873
4463,88460,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2665 Baker St,3.0,Sidewalk: Curb side : Cutout,Private,7/16/08 0:00,22,3x3,37.79562282,-122.4454427
4464,237788,DPW Maintained,Prunus cerasifera :: Cherry Plum,10 Loma Vista Ter,6.0,Sidewalk: Curb side : Yard,Private,,4,Width 3ft,37.76511368,-122.44331
4468,2709,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2142 Bush St,1.0,Sidewalk: Curb side : Cutout,DPW,5/17/94 0:00,18,3x3,37.78720048,-122.432628
4469,139689,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,350 Saint Joseph's Ave,8.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.78263814,-122.4424261
4473,240040,DPW Maintained,Pyrus calleryana :: Ornamental Pear,141 Eureka St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.75997196,-122.4381249
4474,175057,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,7 San Gabriel Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 2ft,37.72910782,-122.4378618
4477,191654,DPW Maintained,Lophostemon confertus :: Brisbane Box,149 03rd St,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 5ft,37.78619429,-122.4017959
4478,239112,DPW Maintained,Pyrus calleryana :: Ornamental Pear,170 Santa Marina St,1.0,Sidewalk: Curb side : Yard,Private,,10,Width 4ft,37.73936693,-122.4201299
4479,29847,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1800X Evans Ave,1.0,Sidewalk: Curb side : Cutout,DPW,9/11/06 0:00,3,4x4,37.74526656,-122.3922831
4480,111136,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,301 05th St,1.0,Sidewalk: Curb side : Cutout,Private,,24,3x3,37.78014455,-122.403072
4481,14233,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2000X Market St,9.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.76877049,-122.4274621
4482,94525,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1545 Divisadero St,1.0,Sidewalk: Curb side : Cutout,Private,9/1/10 0:00,3,,37.78413959,-122.4397647
4483,94915,Undocumented,Acacia melanoxylon :: Blackwood Acacia,1922 09th Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/5/10 0:00,16,,37.75237788,-122.4653417
4487,1489,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1X Cornwall St,1.0,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.784964,-122.4593406
4489,229699,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1015 Shotwell St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.75187722,-122.4150508
4490,124570,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2 Cornwall St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.78512633,-122.4593968
4492,52629,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,77 Otsego Ave,1.0,Sidewalk: Curb side : Cutout,Private,3/1/06 0:00,5,,37.72621986,-122.4393727
4495,248877,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,3198 18th St,2.0,Sidewalk: Curb side : Cutout,Private,,21,Width 3ft,37.76217825,-122.4147236
4498,261017,Planning Code 138.1 required,Ginkgo biloba :: Maidenhair Tree,79 Cragmont Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/15/19 0:00,3,3x3,37.74956489,-122.4675215
4499,13709,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,755X Market St,3.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.78655109,-122.4046093
4500,39992,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,744 Innes Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/27/99 0:00,10,,37.73027835,-122.3725296
4502,18822,DPW Maintained,Olea europaea :: Olive Tree,1865 Sacramento St,1.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.79110713,-122.4235845
4505,18038,DPW Maintained,Maytenus boaria :: Mayten,2809 Pine St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.7867387,-122.4425403
4507,91898,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1428 Irving St,1.0,Sidewalk: Curb side : Cutout,DPW,12/15/08 0:00,3,3x3,37.76379241,-122.4731289
